Продукт,"Бел, г","Жир, г","Угл, г","Кал, ккал"
Сыр Эмменталь,28.8,29.7,0.1,380.0
Сыр Эстонский,26.0,26.5,3.5,356.0
Сыр Янтарный плавленый,7.0,27.3,4.0,289.0
Сыр Ярлсберг,28.0,28.0,0.0,364.0
Сыр Ярлсберг Лайт,31.0,16.0,0.0,268.0
Сыр Ярославский,26.2,26.6,0.0,350.0
Сырник творожный,18.6,3.6,18.2,183.0
Сырный продукт Hochland Фетакса плавленый,8.0,25.0,1.0,261.0
Сырный продукт Парижская буренка,7.2,22.0,2.0,232.0
Сырный продукт Просто-Постно со вкусом сыра с прованскими травами и чесноком,0.0,20.2,23.8,227.0
Сырный продукт Сыробогатов Фиетта классическая,10.2,22.9,2.3,256.0
Сыроежки свежие,1.7,0.7,1.5,15.0
Сырок Б.Ю. Александров 5% в тёмном шоколаде,13.5,12.9,29.0,286.0
Сырок Б.Ю. Александров в молочном шоколаде,8.4,28.2,30.7,410.0
Сырок Б.Ю. Александров в тёмном шоколаде,8.6,30.8,27.0,419.0
Сырок Б.Ю. Александров с ванилью,2.8,6.5,10.5,242.0
Сырок глазированный,8.5,27.8,32.0,407.0
Сырок глазированный Картошка,7.0,23.4,47.6,417.0
Сырок глазированный с начинкой,9.5,21.3,36.0,374.0
Сырок творожный Свитлогорье в карамельной глазури с ванилином,8.5,25.3,31.4,387.0
Сырок творожный Фанни ванильный,10.0,20.0,12.0,268.0
Сырцееды сыр копчёный классический,46.4,24.0,0.0,413.0
Сырцееды сыр копчёный со вкусом томата,46.4,24.0,0.0,413.0
Сырцееды сыр копчёный со вкусом чеснока и укропа,46.4,24.0,0.0,413.0
Сэндвич Ай-Твистер Чиз,9.7,13.7,23.3,256.0
Сэндвич Биг Брекфаст Ролл,27.0,36.0,54.0,655.0
Сэндвич Биг Кинг,8.5,13.1,14.9,212.0
Сэндвич Биг Мак,27.0,26.0,41.0,510.0
Сэндвич Биг Тейсти,44.0,52.0,50.0,850.0
Сэндвич Биггер,12.3,11.4,22.7,242.0
Сэндвич Биф а-ля Рус,29.0,31.0,44.0,580.0
Сэндвич Биф Ролл,20.0,29.0,43.0,520.0
Сэндвич Боксмастер Жюльен,7.8,15.6,20.1,252.0
Сэндвич Боксмастер из тостера,8.1,15.6,20.1,252.0
Сэндвич Воппер,9.2,12.1,15.4,207.0
Сэндвич Воппер Двойной,11.9,15.1,12.1,230.0
Сэндвич Воппер Джуниор,9.2,10.7,19.0,207.0
Сэндвич Воппер Тройной,13.7,16.4,9.9,240.0
Сэндвич Гамбургер,13.0,9.0,30.0,255.0
Сэндвич Гамбургер Бургер Кинг,7.6,5.1,25.9,182.0
Сэндвич Гриль Чикен Барбекю,12.1,11.9,18.5,233.0
Сэндвич Двойной Чизбургер,27.0,24.0,31.0,450.0
Сэндвич Зингер,11.6,10.7,22.2,231.0
Сэндвич Классик,10.9,8.8,24.3,220.0
Сэндвич Криспи Чикен,9.7,15.8,18.9,257.0
Сэндвич Лонгер Жюльен,13.4,15.0,26.3,297.0
Сэндвич Лонгер Кентукки BBQ,11.6,8.0,28.8,234.0
Сэндвич Макчикен,20.0,19.0,44.0,435.0
Сэндвич Роял Де Люкс,30.0,29.0,42.0,555.0
Сэндвич Роял Чизбургер,32.0,28.0,36.0,530.0
Сэндвич Сандерс,10.5,6.1,28.8,212.0
Сэндвич Стейкхаус Бургер Кинг,12.0,16.5,18.6,276.0
Сэндвич Твистер Веджи,4.6,18.0,22.2,269.0
Сэндвич Твистер Жюльен,11.1,13.9,23.6,264.0
Сэндвич Твистер из тостера,10.0,10.0,22.5,220.0
Сэндвич Филе-о-фиш,14.0,13.0,36.0,320.0
Сэндвич Фиш Кинг,8.8,14.9,21.4,255.0
Сэндвич Фиш Ролл,17.0,23.0,49.0,475.0
Сэндвич Фреш Ролл,25.0,38.0,40.0,610.0
Сэндвич Цезарь Ролл,22.0,24.0,50.0,510.0
Сэндвич Цезарь Ролл Бургер Кинг,10.7,10.9,19.7,230.0
Сэндвич Чизбургер,16.0,13.0,30.0,305.0
Сэндвич Чизбургер Бургер Кинг,8.8,7.3,23.6,198.0
Сэндвич Чизбургер Двойной Бургер Кинг,9.6,8.6,17.0,187.0
Сэндвич Чизбургер Жюльен,11.0,10.5,25.9,242.0
Сэндвич Чикен Бекон,27.0,36.0,60.0,680.0
Сэндвич Чикен Лонг,10.9,16.1,22.4,278.0
Сэндвич Чикен Мифик,29.0,35.0,48.0,625.0
Сэндвич Чикен Эмменталь,29.0,35.0,48.0,625.0
Сэндвич Чикенбургер,12.0,16.0,41.0,360.0
Сэндвич Чикенбургер Бургер Кинг,8.3,16.2,22.6,270.0
Сякэ тэрияки,12.9,5.2,16.2,168.0
Таймень,17.5,2.0,0.0,88.0
Тако,7.1,20.8,58.1,467.0
Талисман,15.7,3.0,,90.0
Талкан пшеничный,11.5,1.3,64.0,324.0
Талкан-шифа 4 злака,10.6,2.7,60.5,309.0
Тальятелле,21.7,2.2,63.3,374.0
Тамагояки тяхан,5.8,5.4,11.1,116.0
Тамарилло,0.0,0.0,12.5,50.0
Тамариндовая паста,2.8,0.6,62.5,239.0
Тандури масала,15.0,15.0,45.0,379.0
Танжело,1.0,1.0,13.0,70.0
Танжерин,0.8,0.3,11.5,53.0
Тарань,17.5,2.0,0.0,88.0
Тарталетки для салата,9.1,30.9,48.3,514.0
Тахина,24.0,62.0,10.0,695.0
Творог 0% (обезжиренный),16.5,0.0,1.3,71.0
Творог 0.1%,16.7,0.1,2.0,76.0
Творог 0.2%,18.0,0.2,1.8,81.0
Творог 0.3%,18.0,0.3,3.3,90.0
Творог 0.6% (маложирный),18.0,0.6,1.8,88.0
Творог 1%,16.3,1.0,1.3,79.0
Творог 1.8% (нежирный),18.0,1.8,3.3,101.0
Творог 11%,16.0,11.0,1.0,170.0
Творог 18% (жирный),14.0,18.0,2.8,232.0
Творог 2%,18.0,2.0,3.3,103.0
Творог 4%,15.7,4.0,1.4,104.0
Творог 5%,17.2,5.0,1.8,121.0
Творог 8%,15.0,8.0,1.5,138.0
Творог 9% (полужирный),16.7,9.0,2.0,159.0
Творог Arla Keso зернистый,11.0,1.5,2.5,70.0
Творог Danone 0% мягкий,10.9,0.1,4.0,61.0
Творог Danone 5% мягкий,8.8,5.0,4.2,97.0
Творог President 9% Рассыпчатый,9.0,16.0,2.0,153.0
Творог Valio 0.1% с мюсли и сушеными ягодами,8.7,0.1,12.3,85.0
Творог Valio 0.3%,11.0,0.3,4.2,65.0
Творог Агуша Абрикос и Морковь 3.9%,7.3,3.9,10.2,105.0
Творог Агуша Классический 4.5%,8.5,4.5,3.5,89.0
Творог Агуша Черника 3.9%,7.3,3.9,10.2,105.0
Творог Агуша Яблоко и Банан 3.9%,7.3,3.9,10.2,105.0
Творог АИСФеР Правильный 9% рассыпчатый,16.0,9.0,3.0,157.0
Творог альбуминовый,11.0,0.0,2.0,52.0
Творог Б.Ю. Александров Клубника 4.2%,7.2,4.2,9.1,103.0
Творог Б.Ю. Александров Персик-груша 4.2%,7.2,4.2,9.1,103.0
Творог Б.Ю. Александров с шоколадной крошкой 4.2%,6.9,7.2,9.8,132.0
Творог Белый медведь 5%,16.0,5.0,3.0,145.0
Творог Благода 1.8% обезжиренный,16.0,1.8,3.3,93.0
Творог Благода 12% Крестьянский,14.0,12.0,2.0,175.0
Творог Благода 7.5% низкокалорийный,16.0,7.5,3.0,144.0
Творог Брест-Литовск 3% Классический,16.7,3.0,1.4,97.0
Творог Вкуснотеево 0.5% обезжиренный,18.0,0.5,3.3,90.0
Творог Вкусный день обезжиренный,18.0,0.0,3.3,85.0
Творог Вологжанка 0-1.8% обезжиренный,16.0,1.8,3.3,93.0
Творог Вологжанка 5%,15.0,5.0,3.0,53.0
Творог Вологжанка 9%,15.0,9.0,3.0,153.0
Творог домашний (из молока 1%),17.6,6.4,11.3,166.0
Творог Домик в деревне 0.1%,10.0,0.1,3.5,55.0
Творог Домик в деревне 0.2%,16.0,0.2,1.8,73.0
Творог Домик в деревне 9%,16.0,9.0,2.0,153.0
Творог Здрайверы Клубника 3.6%,6.0,3.6,14.0,112.0
Творог Здрайверы Персик 3.6%,6.0,3.6,14.0,112.0
Творог Избёнка (ВкусВилл) 0% мягкий обезжиренный,7.0,0.7,2.6,43.0
Творог Избёнка (ВкусВилл) 1% рассыпчатый,18.0,1.0,2.0,89.0
Творог Избёнка (ВкусВилл) 5% из топленого молока,16.0,5.0,3.0,121.0
Творог Избёнка (ВкусВилл) 6% мягкий с наполнителем Черника двухслойный,7.0,6.0,12.5,132.0
Творог Избёнка (ВкусВилл) 9%,16.0,9.0,3.0,157.0
Творог Карат зернёный домашний 4%,14.0,4.0,2.0,100.0
Творог Козельский 5%,16.0,5.0,3.0,121.0
Творог Козельский 9%,16.0,9.0,3.0,157.0
Творог Козельский обезжиренный,18.0,0.0,3.3,85.0
Творог Ласковое лето 3% зерненый,15.1,3.0,2.2,96.0
Творог Лосево 0%,18.0,0.0,3.3,85.0
Творог Милава 4% мягкий,11.2,4.0,1.3,85.0
Творог Милава 9% натуральный,15.0,9.0,1.5,147.0
Творог Милава обезжиренный,18.0,0.0,1.2,75.0
Творог мягкий нежный обезжиренный,7.0,0.0,1.0,32.0
Творог Останкинский обезжиренный,13.5,0.1,3.3,68.0
Творог Пискарёвский 5%,16.0,5.0,3.0,121.0
Творог Простоквашино 0% мягкий,12.0,0.1,3.5,63.0
Творог Простоквашино 2% нежирный,18.0,2.0,3.3,103.0
Творог Простоквашино 5% зерненый,12.7,5.0,2.4,105.0
Творог Простоквашино 5% зерненый с клубникой,10.3,5.0,12.5,127.0
Творог Простоквашино 5% зерненый с малиной,10.3,4.0,12.2,126.0
Творог Простоквашино 5% зерненый с персиком,10.3,4.0,13.1,130.0
Творог Простоквашино 5% зерненый с черникой,10.3,4.0,13.1,127.0
Творог Простоквашино 5% классический,16.0,5.0,3.0,121.0
Творог Простоквашино 9% классический,16.0,9.0,3.0,157.0
Творог Романов Луг 5% мягкий,8.5,5.0,3.0,90.0
Творог Савушкин продукт 0% обезжиренный Мягкий Нежный,10.0,0.1,1.0,45.0
Творог Савушкин продукт 5% Мягкий Нежный,8.5,5.0,1.6,85.0
Творог Савушкин Хуторок 1%,18.0,1.0,1.3,86.0
Творог Свитлогорье 4% мягкий,9.3,4.0,1.3,80.0
Творог Село Зелёное 5%,16.0,5.0,3.0,121.0
Творог Село Зелёное обезжиренный,18.0,0.5,3.3,90.0
Творог Серышевский обезжиренный,18.0,1.8,3.3,85.0
Творог Тёма с абрикосом,7.6,4.2,11.2,113.0
Творожная масса,7.1,23.0,27.5,341.0
Творожная масса Останкинское Особая с курагой 23%,7.7,20.7,30.2,338.0
Творожная масса с изюмом,6.8,21.6,29.9,343.0
Творожная масса с курагой,9.0,23.0,29.0,357.0
Творожный продукт Снеда Домашний рассыпчатый 12%,6.0,12.0,1.8,139.0
Творожный продукт Чудо со вкусом ванили с шоколадным соусом,4.2,5.6,17.3,136.0
Творожок Ирменский 0.5% с ванилином,16.0,0.5,10.0,108.0
Творожок Растишка с абрикосом,6.3,3.5,14.5,115.0
Творожок Растишка с вишней,6.3,3.5,14.5,115.0
Творожок Растишка с клубникой,6.3,3.5,14.5,115.0
Творожок Растишка с черникой,6.3,3.5,14.5,115.0
Творожок Чудо вишня-черешня,4.4,4.0,20.2,134.0
Творожок Чудо киви-банан,4.4,4.2,16.9,123.0
Творожок Чудо клубника,4.4,4.2,18.6,130.0
Творожок Чудо клубника-земляника,4.4,4.0,19.4,131.0
Творожок Чудо персик-груша,4.4,4.2,18.9,131.0
Творожок Чудо черника,4.4,4.2,19.0,131.0
Творожок Чудо шоколад,4.4,4.2,19.1,132.0
Текила,1.4,0.3,24.0,231.0
Телятина отварная,30.7,0.9,0.0,131.0
Телячий окорок,19.9,3.1,0.0,108.0
Телячьи легкие,16.3,2.3,0.0,90.0
Телячьи легкие тушеные,18.7,2.6,0.0,104.0
Телячьи ребра,16.3,18.7,0.0,233.0
Телячья лопатка,19.9,2.8,0.0,106.0
Телячья мякоть,20.5,2.4,0.0,105.0
Телячья печень,19.2,3.3,4.1,124.0
Тёрн,1.5,0.3,9.4,54.0
Терпуг,17.8,3.4,,102.0
Терпуг зубатый,17.6,9.5,,85.0
Тесто для пельменей,7.9,1.4,50.6,234.0
Тесто дрожжевое постное,5.8,6.4,49.3,274.0
Тесто дрожжевое сдобное,10.0,13.0,50.0,357.0
Тесто кадаиф,7.9,1.4,50.6,234.0
Тесто песочное,6.5,21.6,49.9,403.0
Тесто пресное,9.0,3.0,40.6,225.0
Тесто пряничное,4.8,2.8,77.7,336.0
Тесто рубленое,6.0,17.2,40.2,304.0
Тесто слоеное бездрожжевое 365 дней,5.5,18.0,38.0,340.0
Тесто слоеное бездрожжевое Затейница,6.5,11.0,44.0,300.0
Тесто слоеное бездрожжевое Уральский пекарь,6.9,31.8,43.2,487.0
Тесто слоеное бездрожжевое Черемушки,6.1,26.2,37.1,410.0
Тесто слоеное дрожжевое 365 дней,6.0,18.0,40.0,350.0
Тесто слоеное дрожжевое Талосто,6.1,21.3,36.3,362.0
Тесто слоеное дрожжевое Черемушки,6.2,21.5,39.8,378.0
Тесто фило,7.0,20.0,48.0,441.0
Тесто фило ВкусВилл,12.3,1.2,59.3,297.0
Тетерев,18.0,20.0,0.5,254.0
Теф,13.3,2.4,73.1,367.0
Тефтели свиные,7.0,10.0,12.0,172.0
Тиляпия,20.1,1.7,0.0,96.0
Тиляпия (филе),20.8,1.7,0.0,96.0
Тиляпия жареная,26.1,2.6,,128.0
Тимьян (чабрец),5.6,1.7,10.5,101.0
Тимьян сушеный,9.1,7.4,26.9,276.0
Ткемали,0.2,0.3,15.2,65.0
Тмин,19.8,14.6,11.9,333.0
Толокно,12.5,6.0,64.9,363.0
Толокно гречневое Ваше здоровье из томленого зерна,12.6,3.3,57.1,308.0
Толокно кукурузное Ваше здоровье из томленого зерна,8.3,1.2,71.0,328.0
Толокно овсяное Ваше здоровье,11.5,6.0,52.1,306.0
Толокно овсяное Гарнец,12.2,5.8,68.3,357.0
Толстолобик белый свежий,19.5,0.9,0.2,86.0
Толстолобик маринованный,9.9,10.3,3.3,146.0
Томат (помидор),1.1,0.2,3.7,20.0
Томат вяленый,14.1,3.0,43.5,258.0
Томат замороженный,1.1,0.2,3.9,22.0
Томат консервированный,1.1,0.1,3.5,20.0
Томат маринованный,1.7,0.2,1.8,15.0
Томат солёный,1.1,0.1,1.6,13.0
Томат сушеный,3.1,4.4,4.7,71.0
Томат черри,0.8,0.1,2.8,15.0
Томатная паста,2.5,0.3,16.7,80.0
Томатная паста Boni Selection,1.5,0.0,5.2,30.0
Томатная паста Boni Selection с базиликом,1.5,0.5,5.9,35.0
Томатная паста Mutti,4.2,0.2,17.0,96.0
Томатная паста Shilton,1.0,0.2,3.4,84.0
Томатная паста Айлана,0.0,0.0,15.8,79.0
Томатная паста Главпродукт,0.0,0.0,15.8,79.0
Томатная паста Миладора,1.5,0.0,19.4,84.0
Томатная паста Помидорка,3.5,0.6,13.9,75.0
Томатный сок,1.1,0.2,3.8,21.0
Томатный сок J-7 с мякотью,0.2,0.0,5.3,22.0
Томаты 4 сезона нарезанные,1.1,0.2,3.9,22.0
Томаты Parmalat Pomi протертые,1.3,0.2,4.0,26.0
Томаты в собственном соку,1.2,0.5,3.6,24.0
Тоник,0.0,0.0,8.3,34.0
Тонкацу тяхан,1.9,1.2,25.3,120.0
Топинамбур,2.1,0.1,12.8,61.0
Топпинг Ponti Glassa Gasrtonomica бальзамический,0.2,0.0,44.1,189.0
Тори папурика,8.3,10.3,10.3,167.0
Торт Ассорти,4.7,14.9,36.1,294.0
Торт Банкетный,3.9,19.5,45.3,367.0
Торт Вензель мастера,5.0,12.0,38.1,274.0
Торт Верона,5.0,19.8,39.3,350.0
Торт Вивальди,4.3,12.8,52.6,340.0
Торт Вишнёвый сад,3.0,15.6,36.2,298.0
Торт Домашний с абрикосом,4.5,15.0,49.5,351.0
Торт Ёжик,4.1,25.0,50.9,445.0
Торт Зигзаг,6.2,16.8,37.2,311.0
Торт Зимняя вишня,3.1,6.1,55.5,282.0
Торт Золотой ключик,5.4,15.0,49.2,357.0
Торт Изабелла,4.6,18.6,26.5,291.0
Торт Искушение,7.6,21.4,59.9,442.0
