Name,Weight,TypeOfIngredient,Index
Шампиньоны,400.0,гр.,325
Сливочный сыр,200.0,гр.,325
Оливковое масло,0.0,по вкусу,325
"Соль, специи по вкусу",0.0,по вкусу,325
Чеснок,1.0,шт.,326
Белая рыба,2.0,шт.,326
Сливки,200.0,мл.,326
Укроп,0.0,по вкусу,326
Сливочное масло,0.0,по вкусу,326
Соль,0.0,по вкусу,326
Черный перец,0.0,по вкусу,326
Мука,200.0,гр.,327
Шоколад,150.0,гр.,327
Яйцо,2.0,шт.,327
Сливочное масло,100.0,гр.,327
Сахар,100.0,гр.,327
Груша,2.0,шт.,327
Натуральный йогурт,125.0,мл.,327
Разрыхлитель,1.0,ч.л.,327
Сахарная пудра,0.0,по вкусу,327
Соль,0.0,по вкусу,327
